town,sales_all,n,median_list_price,median_sold_price,median_sold_vs_ask_pct,median_sold_vs_ask_abs,mean_sold_vs_ask_pct,mean_sold_vs_ask_abs,pct_at_or_under_ask,median_dom,thin
Basking Ridge,810,810,846500,878855,4.0,26050,5.02,40150,26.5,59,
Bedminster,357,357,485000,500000,3.03,15000,3.69,10858,30.8,54,
Berkeley Heights,311,311,799000,855000,6.74,50000,7.36,62278,22.2,58,
Bernardsville,232,232,899500,996500,1.65,10650,2.04,-8724,45.7,64,
Boonton,317,316,639900,672500,2.67,20000,4.45,25629,30.7,63,
Branchburg,455,454,575000,600000,3.09,16000,3.79,21454,33.3,61,
Bridgewater,816,816,657000,700000,3.16,20000,3.76,25581,31.0,62,
Caldwell,291,291,710000,767000,5.52,35000,7.08,49761,27.1,64,
Cedar Grove,208,208,699000,760000,7.97,54050,7.64,53414,18.8,58,
Cedar Knolls,75,75,629000,640000,4.35,21500,4.75,34331,26.7,62,
Chatham,543,543,1190000,1350000,5.83,61000,7.86,96651,28.9,63,
Chester,248,247,919900,949000,1.96,20000,3.11,23273,38.9,69,
Clark,214,214,679950,690000,3.75,21000,3.22,18678,27.6,62,
Colonia,98,98,594500,625000,4.8,29500,4.73,25664,22.4,67,
Cranford,417,417,725000,770000,5.13,35000,6.24,45461,23.7,56,
Denville,458,454,615000,650000,4.12,25000,4.54,28323,28.4,62,
East Hanover,165,165,795000,830000,4.23,30100,4.92,41277,26.1,61,
Edison,225,225,620000,640000,3.29,16000,4.15,23997,30.7,64,
Elmwood Park,85,85,579000,600000,2.27,12000,3.43,18863,38.8,73,
Essex Fells,36,36,1499000,1500000,-0.59,-5000,1.89,-14414,58.3,67,
Fairfield,73,73,729000,740000,3.72,26000,4.95,41071,30.1,69,
Fanwood,177,177,725000,765000,6.01,36000,6.65,48029,21.5,61,
Florham Park,223,223,925000,991000,2.96,25000,4.39,39160,35.4,64,
Franklin Lakes,88,88,1595000,1527500,0.0,0,2.19,3400,51.1,95,
Garwood,94,94,649950,682500,3.24,20050,3.83,24931,31.9,62,
Gillette,85,85,635000,650000,2.68,15000,4.19,32514,36.5,64,
Glen Ridge,220,195,829000,1052500,21.03,186000,19.55,189722,12.8,58,
Glen Rock,139,139,899000,1020000,10.35,92000,11.08,102936,12.9,59,
Green Brook,228,227,549999,569900,2.22,12000,3.47,16185,35.7,67,
Haledon,28,28,514500,562550,4.26,23000,5.46,27636,25.0,61,
Hanover Township,141,140,649950,682500,5.27,30050,6.39,41718,24.3,53,
Livingston,545,545,999999,1120000,2.5,26000,5.07,42758,38.2,67,
Long Valley,306,306,695000,715000,3.5,22550,3.95,24497,30.4,62,
Madison,328,327,999000,1136000,5.11,51000,7.52,76712,27.5,65,
Maplewood,631,627,850000,998000,10.47,88000,13.1,121035,16.7,56,
Martinsville,103,103,799900,835000,2.29,19100,2.96,21150,35.9,64,
Mendham,283,283,1099000,1112000,0.0,0,2.1,6684,50.5,68,
Mendham Township,50,50,1199500,1225000,0.82,10500,2.07,19218,42.0,70,
Metuchen,91,91,685000,715000,6.0,36000,6.61,46741,24.2,62,
Millburn,181,180,1195000,1282500,6.79,74000,8.06,87999,29.4,60,
Millington,71,71,849000,875000,4.0,26000,4.16,37176,28.2,63,
Montclair,770,686,989000,1222500,18.03,171000,18.58,201327,13.4,59,
Montville,223,223,739000,775000,3.9,30100,4.24,29207,30.9,68,
Morris Plains,439,438,670000,711000,4.27,25300,5.12,35624,26.0,59,
Morris Township,196,196,799000,850000,4.41,31000,6.03,50119,27.0,62,
Morristown,761,760,775000,805000,3.37,25000,5.04,39495,34.1,64,
Mountain Lakes,115,115,1125000,1200000,2.73,30000,4.63,47732,34.8,76,
Mountainside,158,158,905000,970000,4.7,35000,6.22,58232,31.0,64,
New Providence,291,291,865000,930000,8.3,70000,8.92,85225,21.0,55,
North Caldwell,49,48,998995,1175000,4.25,40500,6.31,55761,31.2,58,
North Haledon,208,207,645900,660000,2.53,16000,3.82,23002,31.4,72,
Nutley,450,450,619000,650500,4.73,25000,5.58,32131,27.6,67,
Parsippany-Troy Hills,446,444,649000,675000,4.91,28712,5.3,31219,27.5,57,
Pompton Lakes,263,263,475000,510000,4.62,20000,5.74,25698,27.4,66,
Pompton Plains,177,177,598800,625000,3.59,20001,3.59,18163,30.5,62,
Randolph,526,526,735000,779950,4.03,29050,5.3,39269,26.6,64,
Roseland,86,86,749950,772500,5.14,33000,5.95,44564,26.7,64,
Scotch Plains,466,465,829900,876000,5.59,46000,7.16,63453,25.6,61,
Short Hills,352,351,2095000,2228000,4.1,80000,5.51,85840,36.5,67,
South Orange,403,401,925000,1095000,9.62,80000,11.74,114813,15.2,62,
South Plainfield,160,160,527000,548500,3.5,20000,3.84,20256,23.8,66,
Springfield,325,325,629000,665000,3.88,21000,4.87,31966,26.2,62,
Stirling,46,46,610000,652500,3.66,20500,4.92,31599,30.4,63,
Summit,531,530,1200000,1350000,8.74,93500,9.44,120344,24.0,61,
Totowa,140,139,599999,635000,3.65,25100,3.57,17436,30.2,73,
Towaco,95,95,700000,725000,1.76,16000,4.08,38884,34.7,64,
Verona,328,324,649000,726500,6.25,31000,8.54,64439,30.2,61,
Warren,416,415,1150000,1180000,0.0,0,0.76,1948,56.4,73,
Watchung,135,135,989000,999999,0.0,0,1.96,14238,51.9,76,
Wayne,1044,1043,669500,710000,4.58,30001,5.43,37964,23.7,66,
West Caldwell,40,40,674450,745000,10.19,63555,8.78,59309,20.0,62,
