town,sales_all,n,median_list_price,median_sold_price,median_sold_vs_ask_pct,median_sold_vs_ask_abs,mean_sold_vs_ask_pct,mean_sold_vs_ask_abs,pct_at_or_under_ask,median_dom,thin
Basking Ridge,813,813,848000,880000,4.01,26200,5.05,40496,26.4,59,
Bedminster,357,357,485000,500000,3.03,15000,3.69,10858,30.8,54,
Berkeley Heights,313,313,799000,860000,6.72,50000,7.32,61915,22.4,58,
Bernardsville,233,233,899000,995000,1.69,11000,2.06,-8601,45.5,64,
Boonton,317,316,639900,672500,2.67,20000,4.45,25629,30.7,63,
Branchburg,456,455,575000,600000,3.11,16000,3.79,21451,33.2,61,
Bridgewater,827,827,668000,700000,3.16,20000,3.76,25684,31.2,62,
Caldwell,295,295,710000,767000,5.53,35000,7.09,49846,26.8,64,
Cedar Grove,210,210,699000,761000,7.51,52000,7.59,53129,18.6,58,
Cedar Knolls,75,75,629000,640000,4.35,21500,4.75,34331,26.7,62,
Chatham,545,545,1190000,1345000,5.88,61000,7.89,96998,28.8,63,
Chester,249,248,919450,937000,1.98,20000,3.12,23381,38.7,69,
Clark,214,214,679950,690000,3.75,21000,3.22,18678,27.6,62,
Colonia,98,98,594500,625000,4.8,29500,4.73,25664,22.4,67,
Cranford,419,419,725000,770000,5.11,35000,6.22,45279,23.9,56,
Denville,460,456,617250,650000,4.08,25000,4.51,28177,28.7,62,
East Hanover,167,167,795000,835000,4.23,30100,4.89,40998,26.3,61,
Edison,227,227,620000,640000,3.24,16000,4.07,23494,31.3,64,
Elmwood Park,86,86,579450,602500,2.44,13500,3.51,19853,38.4,72,
Essex Fells,36,36,1499000,1500000,-0.59,-5000,1.89,-14414,58.3,67,
Fairfield,73,73,729000,740000,3.72,26000,4.95,41071,30.1,69,
Fanwood,178,178,725000,766250,6.13,36000,6.69,48322,21.3,61,
Florham Park,226,226,925000,993000,2.83,25000,4.36,38548,35.8,64,
Franklin Lakes,90,90,1595000,1527500,0.0,0,2.16,994,51.1,95,
Garwood,94,94,649950,682500,3.24,20050,3.83,24931,31.9,62,
Gillette,86,86,632000,650000,2.49,15000,4.08,31991,37.2,64,
Glen Ridge,223,198,829450,1057250,21.12,187500,19.63,190923,12.6,58,
Glen Rock,140,140,899000,1020000,10.45,92500,11.09,102958,12.9,59,
Green Brook,230,229,550000,570000,2.22,12000,3.4,15459,35.8,67,
Haledon,28,28,514500,562550,4.26,23000,5.46,27636,25.0,61,
Hanover Township,141,140,649950,682500,5.27,30050,6.39,41718,24.3,53,
Livingston,547,547,999900,1115000,2.63,27000,5.1,42887,38.0,67,
Long Valley,308,308,697000,715000,3.46,22550,3.9,24162,30.5,62,
Madison,330,329,999000,1125000,5.11,51000,7.5,76507,27.4,65,
Maplewood,639,635,850000,999000,10.47,88000,13.08,120752,17.0,56,
Martinsville,104,104,799450,830000,2.21,17550,2.94,20995,35.6,64,
Mendham,285,285,1099990,1119000,0.0,1,2.15,7591,50.2,68,
Mendham Township,50,50,1199500,1225000,0.82,10500,2.07,19218,42.0,70,
Metuchen,91,91,685000,715000,6.0,36000,6.61,46741,24.2,62,
Millburn,181,180,1195000,1282500,6.79,74000,8.06,87999,29.4,60,
Millington,71,71,849000,875000,4.0,26000,4.16,37176,28.2,63,
Montclair,773,688,989000,1217500,18.01,171000,18.54,200835,13.4,59,
Montville,224,224,739000,772500,3.88,30050,4.19,28943,31.2,69,
Morris Plains,443,442,670000,710000,4.29,25700,5.11,35610,26.0,59,
Morris Township,196,196,799000,850000,4.41,31000,6.03,50119,27.0,62,
Morristown,766,765,775000,807000,3.39,25000,5.04,39753,34.0,64,
Mountain Lakes,115,115,1125000,1200000,2.73,30000,4.63,47732,34.8,76,
Mountainside,159,159,910000,975000,4.7,34000,6.17,57741,31.4,64,
New Providence,293,293,850000,930000,8.33,70000,8.93,85190,20.8,55,
North Caldwell,49,48,998995,1175000,4.25,40500,6.31,55761,31.2,58,
North Haledon,208,207,645900,660000,2.53,16000,3.82,23002,31.4,72,
Nutley,450,450,619000,650500,4.73,25000,5.56,31953,27.6,67,
Parsippany-Troy Hills,414,412,650000,686250,4.8,27750,5.15,31001,27.7,57,
Pompton Lakes,262,262,475000,510000,4.62,20000,5.74,25644,27.5,66,
Pompton Plains,178,178,598900,625000,3.59,20001,3.61,18404,30.3,62,
Randolph,529,529,735000,780000,4.01,29000,5.28,39086,26.8,64,
Roseland,87,87,749900,770000,5.18,35000,6.09,45375,26.4,64,
Scotch Plains,471,470,829450,875750,5.59,46500,7.14,63212,25.5,61,
Short Hills,352,351,2095000,2228000,4.17,80000,5.57,87672,36.2,67,
South Orange,405,403,925000,1089000,9.62,76000,11.69,114308,15.4,62,
South Plainfield,160,160,527000,548500,3.5,20000,3.84,20256,23.8,66,
Springfield,326,326,629000,663750,3.91,21000,4.87,31930,26.1,62,
Stirling,46,46,610000,652500,3.66,20500,4.92,31599,30.4,63,
Summit,533,532,1237000,1364000,8.82,100000,9.51,121452,23.7,61,
Totowa,142,141,599999,635000,3.65,25100,3.61,17586,30.5,73,
Towaco,96,96,704950,737500,1.84,18500,4.17,39531,34.4,64,
Verona,329,325,649000,725000,6.21,31000,8.49,64136,30.5,61,
Warren,418,417,1150000,1180000,0.0,0,0.82,2524,56.1,73,
Watchung,137,137,989000,999999,0.0,0,2.0,14890,51.1,76,
Wayne,1048,1047,669500,710000,4.58,30001,5.41,37869,23.8,66,
West Caldwell,40,40,674450,745000,10.19,63555,8.78,59309,20.0,62,
West Orange,975,972,600000,659500,7.77,45000,8.71,55033,20.6,62,
Westfield,742,741,1150000,1265000,5.76,61000,7.62,80379,25.4,58,
Woodbridge,79,79,449999,490000,4.84,20100,4.43,18397,20.3,62,
Woodland Park,343,343,587500,600000,3.72,20001,4.61,26532,28.6,68,
