town,sales_all,n,median_list_price,median_sold_price,median_sold_vs_ask_pct,median_sold_vs_ask_abs,mean_sold_vs_ask_pct,mean_sold_vs_ask_abs,pct_at_or_under_ask,median_dom,thin
Basking Ridge,523,409,839900,865000,2.86,21000,3.93,34242,31.3,62,
Bedminster,270,199,495000,500000,2.38,11000,3.08,12290,34.2,53,
Berkeley Heights,238,185,829000,888000,6.31,50000,7.13,62784,25.4,58,
Bernardsville,171,117,950000,1050000,2.9,20001,2.73,92,41.0,61,
Boonton,287,178,670388,711250,2.42,15550,4.13,25971,34.3,63,
Branchburg,378,279,599000,615000,1.94,10001,2.7,16176,39.1,62,
Bridgewater,629,482,650000,692500,2.39,15000,3.38,22472,35.9,62,
Caldwell,419,222,750000,807500,5.99,45050,7.76,60188,26.1,62,
Cedar Grove,237,119,729000,790000,8.89,62500,8.25,56196,16.8,58,
Cedar Knolls,52,39,735000,765000,5.15,35100,6.02,48265,23.1,63,
Chatham,441,297,1325000,1550000,6.15,80000,8.61,112486,27.6,61,
Chester,193,132,921950,937500,2.04,21175,2.79,17394,40.2,67,
Clark,237,130,699500,734000,3.62,21000,2.71,15735,28.5,63,
Colonia,268,203,615000,635000,2.52,15000,3.35,19377,32.5,69,
Cranford,371,253,749900,800000,5.21,36000,6.4,47744,23.7,56,
Denville,464,283,650000,687500,3.77,25000,4.42,27789,31.4,62,
East Hanover,300,106,834000,879500,4.76,38050,5.61,48303,23.6,62,
Edison,1224,871,599000,610000,0.68,5000,1.87,10815,45.0,71,
Elmwood Park,161,48,634950,645000,1.17,10000,2.55,14182,45.8,71,
Essex Fells,47,25,1562500,1505000,-1.18,-10000,0.55,-17636,60.0,66,
Fairfield,106,37,749900,810999,3.72,30000,6.2,52932,29.7,67,
Fanwood,128,101,745000,805000,6.87,51000,7.34,55713,22.8,60,
Florham Park,205,124,1062450,1100000,2.87,25000,4.15,35982,37.9,59,
Franklin Lakes,157,51,1679000,1750000,0.0,0,2.84,-893,52.9,98,
Garwood,84,55,675000,700000,3.14,20500,2.7,18793,30.9,62,
Gillette,75,52,649750,682500,1.73,12550,3.68,30854,42.3,66,
Glen Ridge,161,117,899000,1150000,22.36,222500,20.65,216985,11.1,58,
Glen Rock,164,66,927000,1083000,11.25,101500,12.31,115362,12.1,59,
Green Brook,287,195,550000,561000,0.88,5000,2.14,9986,43.6,69,
Hanover Township,168,84,667500,702500,3.96,26000,6.0,39218,28.6,53,
Livingston,631,344,1100000,1200000,1.83,21000,4.82,44602,41.9,67,
Long Valley,217,158,725000,745000,2.96,17300,2.64,16370,34.8,63,
Madison,270,182,1162500,1300000,6.18,57000,8.7,93702,26.9,65,
Maplewood,500,371,879000,1060000,10.69,100000,13.88,131770,16.4,54,
Martinsville,75,55,825000,850000,1.64,19100,2.65,15504,40.0,62,
Mendham,224,187,1150000,1177000,0.0,0,2.14,11634,52.4,69,
Metuchen,292,205,675000,710000,3.83,25000,5.09,39074,29.3,60,
Millburn,146,94,1291500,1402500,6.29,50500,7.14,79007,33.0,62,
Millington,54,44,859000,895000,3.53,26000,4.36,41268,27.3,62,
Montclair,709,425,1050000,1225000,17.07,171000,17.42,199334,16.5,58,
Montville,236,152,754500,790555,3.74,30100,4.05,31297,30.9,70,
Morris Plains,411,244,719000,735000,2.75,16000,4.51,33163,29.9,60,
Morristown,813,497,800000,865000,3.93,30000,5.44,49379,33.0,63,
Mountain Lakes,87,68,1224000,1217500,3.61,35050,5.8,57156,39.7,78,
Mountainside,112,80,949459,1022625,4.35,41525,6.48,67352,33.8,64,
New Providence,210,169,899000,1025000,8.95,76000,9.18,93393,22.5,56,
North Haledon,290,151,650000,670000,2.22,15000,3.65,22164,33.1,71,
Nutley,467,248,608500,652500,3.58,20000,4.81,28328,29.4,66,
Parsippany-Troy Hills,433,243,665000,685000,3.9,25000,4.2,26410,32.5,60,
Pompton Lakes,213,129,499000,525000,3.88,17500,4.51,21455,31.8,68,
Pompton Plains,147,91,649900,670000,2.73,20000,3.11,16384,33.0,63,
Randolph,436,299,764326,810000,3.16,25000,4.71,36085,30.8,64,
Roseland,103,48,757000,767500,4.29,35500,5.76,42721,27.1,61,
Scotch Plains,400,284,877000,932500,4.59,35000,6.41,59818,29.6,62,
Short Hills,258,199,2295000,2425000,2.52,42000,4.93,80454,43.7,70,
South Orange,307,226,975000,1119000,10.14,88500,12.04,126646,16.4,62,
South Plainfield,327,226,559900,580000,1.92,11000,2.9,16948,29.6,70,
Springfield,282,187,639000,675000,4.01,22000,5.0,33026,26.7,62,
Stirling,34,25,699000,715000,3.61,21000,4.75,35349,28.0,56,
Summit,427,314,1375000,1519500,8.68,104999,10.03,138896,26.8,59,
Totowa,171,75,629000,678000,3.35,20100,3.21,14313,29.3,70,
Towaco,99,71,749900,768000,1.54,11000,3.62,37376,39.4,63,
Verona,304,205,675000,782500,6.63,41000,9.53,73466,28.8,61,
Warren,387,215,1199000,1200000,0.0,0,0.92,2169,58.6,76,
Watchung,107,76,1025000,1155000,2.28,24500,3.08,30032,44.7,65,
Wayne,842,571,699000,745000,4.43,30001,5.56,41576,24.7,65,
West Orange,883,541,635000,685000,7.3,45000,8.25,55462,21.1,62,
Westfield,581,447,1150000,1300000,6.94,75000,8.56,92235,22.1,56,
Woodbridge,331,246,455000,465000,1.78,7750,3.02,13528,36.2,69,
Woodland Park,440,215,599000,618000,3.21,17000,4.09,23289,31.6,63,
