town,sales_all,n,median_list_price,median_sold_price,median_sold_vs_ask_pct,median_sold_vs_ask_abs,mean_sold_vs_ask_pct,mean_sold_vs_ask_abs,pct_at_or_under_ask,median_dom,thin
Basking Ridge,1229,899,837500,875000,4.01,26000,5.06,40469,27.1,59,
Bedminster,626,401,475000,490000,3.12,15000,3.81,10076,30.7,54,
Berkeley Heights,532,355,799000,855000,6.22,46000,7.06,60874,24.2,58,
Bernardsville,385,261,925000,998000,1.89,15000,2.34,-4052,44.4,65,
Boonton,589,364,650000,677500,2.67,18550,4.41,25887,31.6,64,
Branchburg,849,571,565000,590000,3.06,15100,3.78,21531,33.1,61,
Bridgewater,1437,965,650000,700000,2.92,20000,3.65,24795,32.7,62,
Caldwell,644,323,714900,770000,5.04,31100,6.87,48848,27.6,64,
Cedar Grove,514,235,699900,762000,7.94,53000,7.7,53865,18.3,58,
Cedar Knolls,97,79,629000,640000,4.38,25000,5.02,35385,25.3,62,
Chatham,1013,633,1200000,1380000,5.71,57000,7.69,93874,29.5,63,
Chester,438,279,925000,950000,2.0,20000,3.04,24110,39.1,71,
Clark,512,256,684500,690000,3.01,20000,3.06,17806,30.5,62,
Colonia,633,445,599000,620000,2.8,16000,3.89,21163,30.6,71,
Cranford,879,482,729000,775000,5.03,34784,6.15,44838,24.3,56,
Denville,1018,526,609500,645750,4.01,25000,4.5,28310,29.8,61,
East Hanover,619,204,797000,850000,4.7,36000,5.31,44292,24.5,61,
Edison,2972,1843,589000,605000,2.02,11000,3.09,16672,36.7,69,
Elmwood Park,444,102,575000,599500,2.62,11050,3.25,17503,39.2,73,
Essex Fells,95,40,1499000,1500000,-0.59,-5000,1.44,-22898,60.0,67,
Fairfield,277,91,709000,740000,3.36,25000,4.84,38885,33.0,69,
Fanwood,293,211,725000,767500,6.01,36000,6.63,48040,22.3,60,
Florham Park,512,274,925000,997000,2.58,24968,4.35,37570,37.2,64,
Franklin Lakes,358,98,1597000,1560000,0.0,0,1.69,-4572,53.1,91,
Garwood,189,109,659800,685000,3.71,21000,4.13,27259,29.4,61,
Gillette,143,99,640000,650000,2.24,15000,3.74,29002,39.4,64,
Glen Ridge,352,224,877000,1104105,21.5,196000,19.78,200705,12.1,58,
Glen Rock,419,162,899450,1035000,9.66,84000,10.26,95342,16.7,60,
Green Brook,536,372,529950,550000,1.98,10100,3.03,13602,37.6,68,
Haledon,100,32,499000,540000,4.84,26500,5.76,28388,25.0,61,
Hanover Township,345,164,659500,699500,4.91,30000,6.32,40596,23.8,53,
Livingston,1484,687,999999,1125000,2.12,25000,4.96,42827,39.0,67,
Long Valley,515,337,680000,715000,3.54,25000,3.98,24747,30.3,62,
Madison,567,369,1049000,1160000,5.02,51000,7.37,76775,29.3,63,
Maplewood,1079,723,850000,999000,10.07,85445,12.62,116621,18.7,56,
Martinsville,170,122,777500,812500,2.51,19550,3.35,22269,35.2,64,
Mendham,409,325,1050000,1060000,0.0,0,2.13,7877,50.5,67,
Mendham Township,123,52,1189500,1187500,0.8,10000,1.59,9084,42.3,70,
Metuchen,672,432,675000,703750,4.0,25000,5.29,37048,28.0,61,
Millburn,323,203,1188888,1280000,6.3,65000,7.73,84023,29.6,60,
Millington,111,77,849000,875000,4.52,35000,4.79,42734,26.0,62,
Montclair,1524,786,989000,1200000,17.06,155000,17.91,194195,15.1,60,
Montville,662,261,740000,788610,4.12,30100,4.44,32200,29.5,69,
Morris Plains,889,497,675000,710000,4.01,25100,5.21,36327,27.6,59,
Morris Township,407,215,799000,850000,4.0,30000,5.74,47231,28.4,62,
Morristown,1380,873,779000,815000,3.08,23000,4.9,39756,35.4,65,
Mountain Lakes,246,140,1100000,1200000,2.35,25000,4.46,47157,37.1,76,
Mountainside,303,192,919000,980000,3.94,32000,5.76,51466,33.3,64,
New Providence,479,331,859000,930000,8.28,71000,8.94,84307,20.8,55,
North Caldwell,116,60,952500,1052500,3.4,27000,5.11,47532,38.3,63,
North Haledon,532,234,642950,660000,2.23,15000,3.75,22502,33.3,72,
Nutley,1085,513,619500,650000,4.68,25000,5.55,31643,27.7,67,
Parsippany-Troy Hills,1258,455,650000,686500,4.78,26000,5.24,30846,28.1,57,
Pompton Lakes,546,292,479000,515000,4.62,20001,5.73,26097,26.0,66,
Pompton Plains,322,193,599000,625000,3.72,20100,3.79,19796,29.5,62,
