town,sales_all,n,median_list_price,median_sold_price,median_sold_vs_ask_pct,median_sold_vs_ask_abs,mean_sold_vs_ask_pct,mean_sold_vs_ask_abs,pct_at_or_under_ask,median_dom,thin
Basking Ridge,1205,880,842450,875000,4.01,26000,5.09,40591,26.9,59,
Bedminster,618,396,477000,490000,3.07,15000,3.81,10281,30.8,54,
Berkeley Heights,523,347,799000,850000,6.22,46000,6.96,59497,24.5,57,
Bernardsville,382,259,925000,995000,2.0,16000,2.39,-3523,44.0,64,
Boonton,573,355,649000,675000,2.67,19000,4.43,25839,32.1,63,
Branchburg,825,554,565000,591250,3.08,15625,3.8,21651,33.0,61,
Bridgewater,1401,943,650000,700000,3.02,20000,3.7,25124,32.1,62,
Caldwell,635,322,719850,768500,4.98,30500,6.74,47758,28.6,65,
Cedar Grove,498,230,699450,761000,7.12,51000,7.53,52606,18.7,59,
Cedar Knolls,94,78,627000,637500,4.41,25000,5.05,35647,25.6,62,
Chatham,990,618,1200000,1388500,5.6,56000,7.65,93496,29.8,63,
Chester,426,271,919900,949000,1.96,20000,3.05,23966,39.1,70,
Clark,503,249,679000,685000,3.16,20001,3.09,17714,30.1,62,
Colonia,620,438,599000,620000,2.78,15722,3.88,21010,30.8,70,
Cranford,865,474,729000,773000,5.02,33000,6.08,43990,24.5,56,
Denville,996,510,600000,640000,4.04,25000,4.47,27775,29.6,62,
East Hanover,602,196,789000,835000,4.61,35505,5.18,42600,25.0,61,
Edison,2911,1796,589000,605000,2.19,11000,3.16,17051,36.4,69,
Elmwood Park,434,97,575000,600000,2.64,15000,3.35,18127,38.1,73,
Essex Fells,92,39,1499000,1500000,0.0,0,1.74,-13254,59.0,66,
Fairfield,269,89,699900,736000,3.53,25000,4.94,39656,32.6,68,
Fanwood,282,203,725000,767500,6.39,38325,6.75,48905,22.7,60,
Florham Park,496,263,925000,999000,2.71,25000,4.33,37536,37.3,64,
Franklin Lakes,349,97,1595000,1555000,0.0,0,1.85,-2660,52.6,92,
Garwood,185,105,649900,685000,3.33,20100,3.9,25335,30.5,62,
Gillette,140,97,640000,650000,2.24,15000,3.68,28724,39.2,64,
Glen Ridge,344,218,862000,1104105,21.93,200999,19.94,201015,12.4,58,
Glen Rock,406,156,899000,1010000,9.75,85000,10.5,97727,15.4,59,
Green Brook,520,364,529900,550000,2.08,11000,3.1,14020,37.4,69,
Haledon,100,32,499000,540000,4.84,26500,5.76,28388,25.0,61,
Hanover Township,337,160,654500,697000,4.71,28000,6.1,39247,24.4,53,
