county,month,month_num,sales_all,n,median_list_price,median_sold_price,median_sold_vs_ask_pct,median_sold_vs_ask_abs,mean_sold_vs_ask_pct,mean_sold_vs_ask_abs,pct_at_or_under_ask,median_dom,thin
UNION,Feb,2,318,184,799000,836225,4.14,26500,4.69,42326,32.6,70,
UNION,Mar,3,416,257,799999,875000,4.79,33000,6.98,67095,27.2,55,
UNION,Apr,4,473,295,859000,950000,6.17,51000,8.17,79034,19.3,53,
UNION,May,5,613,404,850000,929500,7.75,61000,8.75,85218,23.3,50,
UNION,Jun,6,755,530,879000,960000,7.76,64250,8.87,89090,18.1,60,
UNION,Jul,7,1000,618,875000,950500,6.13,51000,7.64,72239,21.4,61,
UNION,Aug,8,1021,677,879000,939000,5.12,41000,6.56,64455,24.8,63,
UNION,Sep,9,571,358,849000,880000,3.91,30100,5.23,49496,33.0,61,
UNION,Oct,10,525,299,789000,835000,3.77,26000,5.16,45320,29.8,59,
UNION,Nov,11,491,300,799000,837014,3.77,27000,5.84,52312,31.7,58,
UNION,Dec,12,524,314,828500,865000,3.71,20100,5.18,45198,33.4,60,
