county,town,month,month_num,sales_all,n,median_list_price,median_sold_price,median_sold_vs_ask_pct,median_sold_vs_ask_abs,mean_sold_vs_ask_pct,mean_sold_vs_ask_abs,pct_at_or_under_ask,median_dom,thin
BERGEN,Franklin Lakes,Jan,1,17,1,1975000,2390023,21.01,415023,21.01,415023,0.0,118,yes
BERGEN,Franklin Lakes,Feb,2,19,7,1299000,1400000,-1.09,-10000,0.68,-17429,71.4,100,yes
BERGEN,Franklin Lakes,Mar,3,27,6,1386888,1385000,1.15,19500,0.89,-42613,50.0,110,yes
BERGEN,Franklin Lakes,Apr,4,23,10,1349500,1352500,-1.05,-9500,-2.61,-81980,60.0,105,
BERGEN,Franklin Lakes,May,5,24,7,1325000,1300000,2.34,25000,2.48,29714,28.6,57,yes
BERGEN,Franklin Lakes,Jun,6,27,12,1664450,1667000,-1.58,-17500,0.07,-12867,75.0,96,
BERGEN,Franklin Lakes,Jul,7,56,12,1347500,1463000,5.11,40000,7.94,70300,25.0,80,
BERGEN,Franklin Lakes,Aug,8,34,14,1722000,1715000,0.44,7500,2.93,7857,50.0,88,
BERGEN,Franklin Lakes,Sep,9,26,6,1277000,1234500,-2.67,-52450,-2.56,-48308,66.7,110,yes
BERGEN,Franklin Lakes,Oct,10,31,6,1039500,1065008,2.54,33000,3.59,35503,33.3,96,yes
BERGEN,Franklin Lakes,Nov,11,24,5,980000,1325000,4.84,110000,9.2,124355,40.0,64,yes
BERGEN,Franklin Lakes,Dec,12,21,7,1945000,1800000,-1.8,-34000,-1.8,-56857,71.4,190,yes
BERGEN,Glen Rock,Jan,1,29,8,994500,1205000,6.55,70500,9.91,102625,12.5,80,yes
BERGEN,Glen Rock,Feb,2,17,4,769000,829000,9.47,72000,8.44,70500,0.0,72,yes
BERGEN,Glen Rock,Mar,3,31,16,889000,999999,8.87,73000,9.04,70112,18.8,54,
BERGEN,Glen Rock,Apr,4,23,5,979000,1160000,18.4,136000,15.7,148700,0.0,63,yes
BERGEN,Glen Rock,May,5,22,9,945000,1200000,12.73,140001,15.47,158502,11.1,53,yes
BERGEN,Glen Rock,Jun,6,26,15,899000,1081000,15.85,132000,17.83,172360,6.7,59,
BERGEN,Glen Rock,Jul,7,54,18,899000,1037500,15.57,131000,12.93,131500,22.2,56,
BERGEN,Glen Rock,Aug,8,49,23,939000,999999,9.06,71000,8.08,80228,17.4,62,
BERGEN,Glen Rock,Sep,9,46,21,979000,999000,4.43,31000,7.58,66171,19.0,58,
BERGEN,Glen Rock,Oct,10,30,11,899000,1052000,7.16,50100,9.18,76464,27.3,61,
BERGEN,Glen Rock,Nov,11,26,10,849000,915000,10.66,85500,10.27,86110,0.0,50,
BERGEN,Glen Rock,Dec,12,32,8,917000,1040500,10.45,98500,10.53,82764,12.5,56,yes
ESSEX,Caldwell,Jan,1,50,26,650000,712500,4.74,20050,6.31,50841,15.4,79,
ESSEX,Caldwell,Feb,2,38,22,677500,672500,0.0,0,5.83,47651,59.1,54,
ESSEX,Caldwell,Mar,3,36,18,712450,772950,7.03,40050,5.9,20922,44.4,53,
ESSEX,Caldwell,Apr,4,42,25,698880,700000,3.13,11000,6.59,48937,32.0,66,
ESSEX,Caldwell,May,5,57,34,765000,825500,8.6,55550,9.14,74385,35.3,57,
ESSEX,Caldwell,Jun,6,74,38,787450,912500,6.72,50050,7.68,57747,18.4,57,
ESSEX,Caldwell,Jul,7,79,35,729000,765000,6.49,41000,7.28,48866,22.9,68,
