county,month,month_num,sales_all,n,median_list_price,median_sold_price,median_sold_vs_ask_pct,median_sold_vs_ask_abs,mean_sold_vs_ask_pct,mean_sold_vs_ask_abs,pct_at_or_under_ask,median_dom,thin
MIDDLESEX,Oct,10,511,322,549000,575000,2.42,12250,3.04,13802,32.9,69,
MIDDLESEX,Nov,11,482,286,569000,577500,2.07,11000,3.26,16591,33.9,70,
MIDDLESEX,Dec,12,479,286,560000,584000,1.79,10000,2.76,15021,37.8,69,
MORRIS,Jan,1,636,345,769900,785000,0.73,5100,2.21,13360,42.3,79,
MORRIS,Feb,2,554,278,722000,741000,0.57,3292,2.55,18314,44.6,76,
MORRIS,Mar,3,632,373,749000,785000,3.08,21000,4.99,45602,35.9,57,
MORRIS,Apr,4,744,454,799000,830000,4.88,35100,6.44,53975,26.0,57,
MORRIS,May,5,927,573,825000,875000,6.22,50000,7.25,64915,23.7,57,
MORRIS,Jun,6,1119,736,799000,855500,5.12,40000,6.14,57781,25.7,62,
MORRIS,Jul,7,1319,765,799900,855000,5.09,40000,5.91,51271,26.7,65,
MORRIS,Aug,8,1129,684,751950,797500,4.35,28638,5.34,42448,28.4,64,
MORRIS,Sep,9,839,491,765000,800000,3.57,25000,4.32,28918,35.2,68,
MORRIS,Oct,10,855,476,750000,800000,2.94,20050,4.05,29168,36.3,62,
MORRIS,Nov,11,815,453,725000,759000,2.52,16000,3.86,30334,34.9,63,
MORRIS,Dec,12,830,484,750000,790500,0.73,5000,2.99,20523,45.2,67,
SOMERSET,Jan,1,371,227,669000,676000,0.7,4999,2.16,5555,45.8,72,
SOMERSET,Feb,2,301,194,599000,595000,0.0,0,1.53,3978,53.1,73,
SOMERSET,Mar,3,344,236,627450,650750,2.04,14000,2.8,19369,38.1,61,
SOMERSET,Apr,4,406,276,677000,715000,3.33,23000,5.0,30981,32.2,59,
SOMERSET,May,5,504,356,699000,750000,3.99,26000,5.06,35483,29.2,58,
SOMERSET,Jun,6,597,441,715000,750000,4.5,30000,4.96,34467,23.8,60,
SOMERSET,Jul,7,753,519,775000,804275,3.95,25100,4.19,26594,28.1,63,
SOMERSET,Aug,8,669,429,739000,750000,2.78,20000,3.83,28472,32.2,64,
SOMERSET,Sep,9,522,366,700000,740000,2.6,15100,3.09,16985,35.0,61,
SOMERSET,Oct,10,506,329,679900,695000,1.69,10000,2.82,14001,41.6,63,
SOMERSET,Nov,11,490,309,680000,710000,1.01,5000,2.33,1939,44.7,62,
SOMERSET,Dec,12,479,315,650000,675000,0.2,1000,1.67,3802,46.0,63,
UNION,Jan,1,412,232,798944,823875,3.42,21000,4.95,45211,39.2,71,
UNION,Feb,2,318,185,799000,835000,3.93,26000,4.66,42043,33.0,71,
UNION,Mar,3,415,256,799999,875000,5.0,33950,7.0,67259,27.3,55,
UNION,Apr,4,471,294,861950,950000,6.12,51000,8.17,79116,19.4,53,
UNION,May,5,610,402,850000,937500,7.86,61000,8.78,85597,23.1,53,
UNION,Jun,6,751,528,884000,960500,7.76,64250,8.88,89293,18.0,60,
UNION,Jul,7,838,516,875000,937500,6.32,51000,7.8,73385,20.0,61,
UNION,Aug,8,804,516,866950,922500,5.29,42500,6.66,65572,23.8,62,
UNION,Sep,9,528,315,849000,880000,3.85,30000,5.2,47996,33.0,61,
UNION,Oct,10,523,299,789000,835000,3.79,26000,5.19,45487,29.8,59,
UNION,Nov,11,490,298,799000,837014,3.77,27000,5.86,52506,31.5,57,
UNION,Dec,12,521,312,828500,872500,3.71,20100,5.2,45370,33.7,60,
